WALGREENS DRUG STORE,4227167,1871785592,WALGREENS #10814,601 HIGHWAY 17 N,,NORTH MYRTLE BEACH,SC,29582,Horry,843 663-1459,
FAMILY CARE PHARMACY NETWORK,4227218,1114114501,SUMTER FAMILY HEALTH CENTER PHARMACY,1278 N LAFAYETTE DRIVE,,SUMTER,SC,29150,Sumter,803 774-4547,803 774-4647
WALMART STORES INC,4227220,1487854204,WAL-MART PHARMACY 10-4487,3581 RICHLAND AVE SW,,AIKEN,SC,29801,Aiken,803 648-6464,
WALGREENS DRUG STORE,4227232,1487849949,WALGREENS #9738,1584 CENTRAL AVE,,SUMMERVILLE,SC,29483,Dorchester,843 871-9289,
GOOD NEIGHBOR PHCY PROVIDER NTWK,4227256,1083801286,IRMO DRUG,1009 LAKE MURRAY BLVD,STE B,IRMO,SC,29063,Lexington,803 749-7485,803 749-7488
WALGREENS DRUG STORE,4227268,1649467374,WALGREENS #11400,5312 CALHOUN MEMORIAL HWY 123,,EASLEY,SC,29640,Pickens,864 855-2925,
THIRD PARTY STATION CP,4227270,1194914119,WESTBURY PHARMACY INCORPORATED,701 NORTH PARLER AVE,,SAINT GEORGE,SC,29477,Dorchester,843 563-9384,843 563-9386
FAMILY CARE PHARMACY NETWORK,4227282,1023200441,WELVISTA,2700 MIDDLEBURG DR STE 108,,COLUMBIA,SC,29204,Richland,803 933-9183,803 254-0892
PUBLIX SUPER MARKETS INC,4227434,1659550341,PUBLIX PHARMACY #0576,5000 OLD BUNCOMBE RD,,GREENVILLE,SC,29617,Greenville,864 246-1190,864 246-1261
BI LO LLC,4227458,1699957134,BI LO PHARMACY 5707,550 ROBERTSON BLVD,,WALTERBORO,SC,29488,Colleton,843 549-1793,843 549-3216
COLONIAL MANAGEMENT GROUP LP,4227460,1558576389,GREENVILLE METRO TREATMENT CENTER,602 AIRPORT RD,SUITE C,GREENVILLE,SC,29607,Greenville,864 234-7952,864 234-7985
ACCESSHEALTH PLUS,4227484,1982885026,KJ PHARMACY,2300 PAMPLICO HIGHWAY,,FLORENCE,SC,29505,Florence,843 468-9803,843 662-4570
AMERICAN PHARMACY NETWORK SOLUTIONS,4227496,1114108735,BANKS PHARMACY LLC,100 RIDGE MEDICAL PLAZA,STE 101,EDGEFIELD,SC,29824,Edgefield,803 637-5757,803 637-9996
WALGREENS DRUG STORE,4227509,1053594812,WALGREENS #11210,2000 CELANESE RD,,ROCK HILL,SC,29732,York,803 980-0095,
WALGREENS DRUG STORE,4227511,1063695823,WALGREENS #10614,997 E LIBERTY ST,,YORK,SC,29745,York,803 684-3358,
CVS PHARMACY INC,4227523,1316121262,CVS PHARMACY,9625 HWY 78,,LADSON,SC,29456,Charleston,843 818-1190,
WALGREENS DRUG STORE,4227535,1053595074,WALGREENS #10100,2198 SOUTHPORT RD,,SPARTANBURG,SC,29306,Spartanburg,864 582-5822,
FAMILYCARE PLUS PHARMACY NETWORK,4227559,1538347893,UPSTATE PHARMACY GREER,845B S BUNCOMBE RD,,GREER,SC,29650,Greenville,864 522-1700,864 522-1724
WALMART STORES INC,4227573,1528244969,WAL-MART PHARMACY 10-4506,321 KILLIAN RD,,KILLIAN,SC,29203,Richland,803 754-9999,
WALMART STORES INC,4227585,1942486386,WAL-MART PHARMACY 10-3733,1151 STONECREST BLVD,,TEGA CAY,SC,29708,York,803 578-4140,
LEADER DRUG STORES INC,4227597,1154590289,AGAPE RX,1626 MAIN ST STE B,STE B,COLUMBIA,SC,29201,Richland,803 451-7289,803 451-7394
FAMILY CARE PHARMACY NETWORK,4227612,1164693628,CSC COMMUNITY PHARMACY,1268 SOUTH FOURTH ST,,HARSTVILLE,SC,29550,Darlington,843 339-5530,843 339-5531
WALGREENS DRUG STORE,4227636,1356510820,WALGREENS #11362,1903 S LAKE DR,,LEXINGTON,SC,29073,Lexington,803 356-1001,
INGLES MARKETS PHARMACY,4227648,1346412939,INGLES PHARMACY,410 PELZER HWY,,EASLEY,SC,29642,Pickens,864 855-6856,865 855-6972
CVS PHARMACY INC,4227662,1871767566,CVS PHARMACY,914 W GEORGIA RD,,SIMPONSVILLE,SC,29680,Greenville,864 228-1723,
WALGREENS DRUG STORE,4227674,1093988214,WALGREENS #11432,4380 JEFFERSON DAVIS HWY,,BEECH ISLAND,SC,29842,Aiken,803 593-5506,
BI LO LLC,4227698,1518134683,BI LO PHARMACY 5042,371 SOUTH MAIN STREET,,WOODRUFF,SC,29388,Spartanburg,864 476-7154,864 476-6042
INGLES MARKETS PHARMACY,4227713,1073789111,INGLES PHARMACY,2375 CHESNEE HWY,,SPARTANBURG,SC,29303,Spartanburg,864 573-9408,864 582-5881
WALGREENS DRUG STORE,4227763,1306004478,WALGREENS #11851,1532 LAKE MURRAY BLVD,,COLUMBIA,SC,29212,Lexington,803 732-1975,
CVS PHARMACY INC,4227775,1992965263,CVS PHARMACY,1002 SAMS CROSSING ROAD,,COLUMBIA,SC,29229,Richland,803 788-0535,
WALGREENS DRUG STORE,4227787,1679732069,WALGREENS #11270,1861 REMOUNT RD,,NORTH CHARLESTON,SC,29406,Charleston,843 740-6977,
WALGREENS DRUG STORE,4227799,1922267707,WALGREENS #11434,1630 RED BANK RD,,GOOSE CREEK,SC,29445,Berkeley,843 553-7876,
WALGREENS DRUG STORE,4227802,1528229390,WALGREENS #11849,1291 WHISKEY RD,,AIKEN,SC,29803,Aiken,803 648-8155,
THIRD PARTY STATION CP,4227814,1457514630,WOODRUFF FAMILY PHARMACY LLC,914 N MAIN STREET,,WOODRUFF,SC,29388,Spartanburg,864 476-2800,864 476-2880
PHYSICIANS PHARMACEUTICAL CORP,4227826,1871604793,POINSETT FAMILY PRACTICE,2 INNOVATION DR STE 120,,GREENVILLE,SC,29607,Greenville,864 271-9773,864 240-5767
WALGREENS DRUG STORE,4227876,1770746026,WALGREENS #11463,100 LITTLE TEXAS RD,,TRAVELERS REST,SC,29690,Greenville,864 834-4451,
CVS PHARMACY INC,4227888,1154586063,CVS PHARMACY,1504 BLUE RIDGE BLVD,,SENECA,SC,29672,Oconee,864 888-4022,
WALGREENS DRUG STORE,4227903,1639332976,WALGREENS #11698,101 HAMPTON AVE,,PICKENS,SC,29671,Pickens,864 878-0599,
WALGREENS DRUG STORE,4227915,1881858462,WALGREENS #10391,2586 WOODRUFF RD,,SIMPSONVILLE,SC,29681,Greenville,864 288-8836,
BI LO LLC,4227927,1699921726,BI LO PHARMACY 5726,1000 TANNER FORD BLVD,,HANAHAN,SC,29410,Berkeley,843 553-4077,843 553-5889
WALGREENS DRUG STORE,4227939,1134384506,WALGREENS #11724,201 N LAFAYETTE DR,,SUMTER,SC,29150,Sumter,803 773-4959,
WALGREENS DRUG STORE,4227941,1467617258,WALGREENS #11563,4361 HIGHWAY 24,,ANDERSON,SC,29626,Anderson,864 224-8433,
PUBLIX SUPER MARKETS INC,4227953,1306002167,PUBLIX PHARMACY #1205,101 BUCKWATER PLACE BLVD,,BLUFFTON,SC,29910,Beaufort,843 815-6435,843 815-6447
WALGREENS DRUG STORE,4227965,1871759167,WALGREENS #11252,2363 BOUNDARY ST,,BEAUFORT,SC,29902,Beaufort,843 322-0308,
ACCESSRX NETWORK,4227977,1700995479,GLOBAL FAMILY MEDICINE,14 OAK FOREST ROAD,,BLUFFTON,SC,29910,Beaufort,843 815-6468,843 815-6492
ACCESSHEALTH,4227989,1174779219,LONG'S DRUGS OF LEXINGTON,1216 WEST MAIN ST,,LEXINGTON,SC,29072,Lexington,803 358-3030,803 358-3034
FAMILY CARE PHARMACY NETWORK,4228006,1154308617,OAKTREE MEDICAL CENTRE,115 BRUSHY CREEK RD,,EASLEY,SC,29642,Pickens,864 855-1633,864 855-1323
CVS PHARMACY INC,4228018,1871759449,CVS PHARMACY,7697 CHARLOTTE WAY,,INDIAN LAND,SC,29707,Lancaster,803 396-1525,
PHYSICIANS PHARMACEUTICAL CORP,4228056,1629017694,PALMETTO PRIMARY CARE PHYSICIANS,2550 ELMS CENTRE RD,,NORTH CHARLESTON,SC,29406,Charleston,843 572-7727,843 569-5872
ACCESSHEALTH PLUS,4228068,1740438647,DELTA OF EUTAWVILLE,226 PORCHER AVENUE,,EUTAWVILLE,SC,29048,Orangeburg,803 492-9201,803 492-9201
WALGREENS DRUG STORE,4228070,1477709756,WALGREENS #12164,2008 LAURENS RD,,GREENVILLE,SC,29607,Greenville,864 234-2451,
FAMILY CARE PHARMACY NETWORK,4228082,1083814438,PAIN MANAGEMENT ASSOCIATES,1005 GROVE RD,,GREENVILLE,SC,29605,Greenville,864 404-3094,864 404-3183
WALGREENS DRUG STORE,4228107,1235386012,WALGREENS #10869,1421 E GREENVILLE ST,,ANDERSON,SC,29621,Anderson,864 224-8873,
WALMART STORES INC,4228119,1518114339,WAL-MART PHARMACY 10-4583,3925 PELHAM ROAD,,GREENVILLE,SC,29615,Greenville,864 288-8081,
WALGREENS DRUG STORE,4228121,1447408331,WALGREENS #10329,901 S 5TH ST,,HARTSVILLE,SC,29550,Darlington,843 332-4523,
ACCESSHEALTH PLUS,4228169,1144470642,K J PHARMACY,900 EAST ASHBY ROAD,,QUINBY,SC,29506,Florence,843 667-9184,843 667-9183
PHYSICIANS PHARMACEUTICAL CORP,4228208,1750304002,CAROLINAS CENTER FOR ADVANCED MANAGEMENT OF PAIN,1330 BOILING SPRINGS ROAD,SUITE 2700,SPARTANBURG,SC,29303,Spartanburg,864 583-0053,
EPIC PHARMACY NETWORK INC,4228210,1215180591,SANDHILLS MEDICAL PHARMACY,425 N SALEM AVE,,SUMTER,SC,29150,Sumter,803 778-2442,803 778-0880
THE KROGER CO,4228234,1548414543,KROGER PHARMACY,1284 KNOX AVENUE,,NORTH AUGUSTA,SC,29841,Aiken,803 442-4510,803 442-4515
PPOK RXSELECT PHCY NETWORK,4228284,1811149966,KELLY'S FAMILY PHARMACY INC,704 BRUSHY CREEK ROAD,,EASLEY,SC,29642,Pickens,864 343-0540,864 343-0543
ACCESSHEALTH,4228361,1730331182,LONGS DRUGS OF FLORENCE,600 E PALMETTO STREET,,FLORENCE,SC,29506,Florence,843 656-0390,843 667-9435
MCHUGH,4228385,1750527834,PINE RIDGE PHARMACY,634 A PINE RIDGE DR,,WEST COLUMBIA,SC,29172,Lexington,803 955-3404,803 955-3406
WALGREENS DRUG STORE,4228397,1841437266,WALGREENS #11379,7801 GARNERS FERRY RD,,COLUMBIA,SC,29209,Richland,803 647-7638,
HARRIS TEETER INC,4228424,1790923845,HARRIS TEETER PHARMACY,6271 CAROLINA COMMONS DR,,INDIAN LAND,SC,29707,Lancaster,803 802-5400,803 548-9355
RITE AID CORPORATION,4228436,1770721482,RITE AID PHARMACY 06588,1215 LONGREEN PARKWAY,,COLUMBIA,SC,29229,Richland,717 761-2633,803 462-9401
WALGREENS DRUG STORE,4228486,1063651941,WALGREENS #12568,814 E MAIN,,LAURENS,SC,29360,Laurens,864 984-5283,
EPIC PHARMACY NETWORK INC,4228498,1003051129,FAMILY CARE SPECIALTY PHARMACY,2760 CELANESE ROAD,,ROCK HILL,SC,29732,York,803 981-5330,704 510-4311
WALGREENS DRUG STORE,4228513,1316188105,WALGREENS #11769,1100 TIGER BLVD,,CLEMSON,SC,29631,Pickens,864 653-7962,864 653-7968
WALGREENS DRUG STORE,4228537,1801037775,WALGREENS #12478,9001 TWO NOTCH RD,,COLUMBIA,SC,29223,Richland,803 419-3664,
ACCESSHEALTH PLUS,4228549,1508008202,DELTA OF CHARLESTON,320 E BAY ST STE A,,CHARLESTON,SC,29401,Charleston,843 937-0960,843 937-0960
EPIC PHARMACY NETWORK INC,4228563,1104069707,SHERRY'S MEDS & MORE PHARMACY,3914 MAIN STREET,,LORIS,SC,29569,Horry,843 756-4664,843 756-4668
PHYSICIANS PHARMACEUTICAL CORP,4228599,1770741696,METROLINA MEDICAL ASSOCIATES,2670 MILLS PARK DR,,ROCK HILL,SC,29732,York,803 985-3939,803 985-3929
WALGREENS DRUG STORE,4228602,1881837664,WALGREENS #12677,4520 HARD SCRABBLE RD,,COLUMBIA,SC,29229,Richland,803 419-7507,
ACCESSRX NETWORK,4228614,1467628867,COASTAL URGENT CARE,201 BUSINESS CENTER DR,,PAWLEYS ISLAND,SC,29585,Georgetown,888 467-1117,888 485-3336
GOOD NEIGHBOR PHCY PROVIDER NTWK,4228626,1669615860,FAMILY PHARMACY-SOUTH AIKEN,110 PRICE AVE.,,AIKEN,SC,29803,Aiken,803 648-1776,803 649-9494
WALMART STORES INC,4228640,1396988291,WAL-MART PHARMACY 10-4664,151 MYRTLE RIDGE RD,,CONWAY,SC,29526,Horry,843 234-1420,
THIRD PARTY STATION,4228688,1912131871,CAROLINA COMMUNITY PHARMACY NORTHWEST,577 BYPASS HWY 72 NW,,GREENWOOD,SC,29649,Greenwood,864 889-9304,864 889-9305
WALGREENS DRUG STORE,4228739,1629202718,WALGREENS #12163,127 W COLUMBIA AVE,,BATESBURG,SC,29006,Lexington,803 532-2586,
WALGREENS DRUG STORE,4228741,1477787562,WALGREENS #10838,5220 HIGHWAY 557,,CLOVER,SC,29710,York,803 631-4144,
FAMILY CARE PHARMACY NETWORK,4228765,1982839551,NEW HORIZON PHARMACY #4,1588 GEER HWY,,TRAVELERS REST,SC,29690,Greenville,864 836-1109,864 835-0887
WALGREENS DRUG STORE,4228777,1538394671,WALGREENS #11564,7686 CHARLOTTE HWY,,INDIAN LAND,SC,29707,Lancaster,803 548-9201,
CVS PHARMACY INC,4228789,1699900720,CVS PHARMACY,1739 MAYBANK HWY,,CHARLESTON,SC,29412,Charleston,843 795-0792,
CVS PHARMACY INC,4228791,1578798658,CVS PHARMACY,983 HARBORVIEW RD,,CHARLESTON,SC,29412,Charleston,843 795-3216,
CVS PHARMACY INC,4228804,1780819839,CVS PHARMACY,1858 REMOUNT RD,,HANAHAN,SC,29406,Berkeley,843 747-5213,
CVS PHARMACY INC,4228816,1659506707,CVS PHARMACY,3575 MAYBANK HWY,,JOHNS ISLAND,SC,29455,Charleston,843 559-0328,
CVS PHARMACY INC,4228828,1780819888,CVS PHARMACY,2803 MAYBANK HWY,,JOHNS ISLAND,SC,29455,Charleston,843 559-0871,
CVS PHARMACY INC,4228830,1568697621,CVS PHARMACY,1515 OLD TROLLEY RD,,SUMMERVILLE,SC,29485,Dorchester,843 821-2629,
CVS PHARMACY INC,4228842,1114152204,CVS PHARMACY,8995 UNIVERSITY BLVD,,NORTH CHARLESTON,SC,29406,Charleston,843 414-0710,
WALMART STORES INC,4228866,1417184334,WAL-MART PHARMACY 10-4593,4875 OLD YORK RD,,ROCK HILL,SC,29732,York,803 323-2091,
WALMART STORES INC,4228878,1093942906,WAL-MART PHARMACY 10-4440,1180 DUTCH FORK RD,,IRMO,SC,29063,Richland,803 781-7877,
CVS PHARMACY INC,4228880,1386872604,CVS PHARMACY,101 FOUNDERS BAY RD,,MURRELLS INLET,SC,29576,Horry,843 651-8863,
ACCESSHEALTH,4228931,1710113519,LONG'S DRUGS OF IRMO,7163 SAINT ANDREWS RD,,COLUMBIA,SC,29212,Lexington,803 404-6700,803 404-6704
FREDS PHARMACY,4228943,1144456518,FRED'S PHARMACY,200 SPARTANBURG HWY,,LYMAN,SC,29365,Spartanburg,864 949-0800,864 949-0803
FREDS PHARMACY,4228955,1851525323,FRED'S PHARMACY,518 E GREER ST,,HONEA PATH,SC,29654,Anderson,864 369-0707,864 369-0904
WALGREENS DRUG STORE,4229008,1699906461,WALGREENS #12635,3621 SAVANNAH HWY,,JOHNS ISLAND,SC,29455,Charleston,843 571-0615,
THIRD PARTY STATION CP,4229010,1154588101,PLANTATION PHARMACY,531 WAPPOO RD,,CHARLESTON,SC,29407,Charleston,843 556-1994,
EPIC PHARMACY NETWORK INC,4229084,1730311432,WANNAMAKER DRUG,107 WEST BLVD,,CHESTERFIELD,SC,29709,Chesterfield,843 623-2999,
FREDS PHARMACY,4229096,1043441678,FRED'S PHARMACY,1876 E BLACKSTOCK RD,,ROEBUCK,SC,29376,Spartanburg,864 574-8323,864 574-9147
CVS PHARMACY INC,4229111,1356674378,CVS PHARMACY,930 82ND PKWY,,MYRTLE BEACH,SC,29572,Horry,843 449-4751,
WALGREENS DRUG STORE,4229147,1407189921,WALGREENS #12447,2196 E MAIN ST,,DUNCAN,SC,29334,Spartanburg,864 486-1779,
WALGREENS DRUG STORE,4229173,1902139538,WALGREENS #12512,5220 SUNSET BLVD,,LEXINGTON,SC,29072,Lexington,803 358-0318,
WALGREENS DRUG STORE,4229185,1356674931,WALGREENS #12795,3510 RICHLAND AVE W,,AIKEN,SC,29801,Aiken,803 641-6959,
GERIMED LTC NETWORK INC,4229197,1407189350,"INSTITUTIONAL PHARMACY SOLUTIONS, LLC",152 WACCAMAW MEDICAL PARK DR,,CONWAY,SC,29526,Horry,843 347-8871,843 234-6126
AMERICAN PHARMACY NETWORK SOLUTIONS,4229200,1114251337,HAWTHORNE LUGOFF PHARMACY,814 HIGHWAY 1 SOUTH,SUITE 4,LUGOFF,SC,29078,Kershaw,803 408-9589,803 408-9854
FREDS PHARMACY,4229212,1992038533,FRED'S PHARMACY,734 N GREENWOOD AVE,,WARE SHOALS,SC,29692,Greenwood,864 456-2117,
,4229248,1760718761,UPSTATE PHARMACY CROSS CREEK,111 DOCTORS DR,,GREENVILLE,SC,29605,Greenville,864 797-7170,864 797-7175
ACCESSHEALTH PLUS,4229262,1528395944,DELTA OF DANIEL ISLAND,162 SEVEN FARMS DR STE 125,,DANIEL ISLAND,SC,29492,Berkeley,843 471-2870,843 471-2870
FREDS PHARMACY,4229313,1114255668,FRED'S PHARMACY,505 LAURENS RD,,WOODRUFF,SC,29388,Spartanburg,864 476-3725,864 476-3905
EPIC PHARMACY NETWORK INC,4229399,1881925501,JEFFERSON DRUG,409 E CHURCH ST,,JEFFERSON,SC,29718,Chesterfield,843 658-3006,843 658-7811
FAMILY CARE PHARMACY NETWORK,4229402,1982933263,COMMUNITY MEDICINE PHARMACY,117 CESTRIAN SQUARE,,CHESTER,SC,29706,Chester,803 581-7209,803 412-3366
THIRD PARTY STATION CP,4229414,1902033814,ALDERMAN DRUG CO.,40 N MAIN,,SUMTER,SC,29150,Sumter,803 773-8666,803 775-5641
FAMILY CARE PHARMACY NETWORK,4229426,1104157718,PAIN MANAGEMENT ASSOCIATES OF ANDERSON DISPENSARY,108 MONTGOMERY DR,,ANDERSON,SC,29621,Anderson,864 225-5597,864 225-5835
GOOD NEIGHBOR PHCY PROVIDER NTWK,4229438,1902136260,RIVERTOWN PHARMACY,2219 MAIN ST,,CONWAY,SC,29526,Horry,843 488-4400,843 488-4401
UNITED DRUGS,4229440,1346571460,PALMETTO FAMILY PHARMACY,1030 OAKLAND AVE STE 101,,ROCK HILL,SC,29732,York,803 980-7272,803 980-6969
WALGREENS DRUG STORE,4229464,1194057927,WALGREENS #11968,1250 TOM HALL ST,,FORT MILL,SC,29715,York,803 548-4699,
FREDS PHARMACY,4229488,1285966986,FRED'S PHARMACY,763 HIGHWAY 28 BYP,,ABBEVILLE,SC,29620,Abbeville,864 366-1124,864 366-1127
FREDS PHARMACY,4229490,1306178785,FRED'S PHARMACY,297 HIGHWAY 20 S,,PELZER,SC,29669,Anderson,864 947-8722,864 947-8720
WALGREENS DRUG STORE,4229515,1891017984,WALGREENS #10228,2725 CLEMSON RD,,COLUMBIA,SC,29229,Richland,803 678-4887,
WALGREENS DRUG STORE,4229527,1710200290,WALGREENS #11433,1941 BLOSSOM ST,,COLUMBIA,SC,29205,Richland,803 212-1015,
GOOD NEIGHBOR PHCY PROVIDER NTWK,4229539,1366774408,HEROLD'S PHARMACY,2057 CHARLIE HALL BLVD STE C,,CHARLESTON,SC,29414,Charleston,843 637-3037,866 728-6778
HARRIS TEETER INC,4229553,1144544883,HARRIS TEETER PHARMACY,2195 TEA PLANTER LN,,MT PLEASANT,SC,29466,Charleston,843 881-2622,843 881-2852
FAMILY CARE PHARMACY NETWORK,4229565,1164747929,REGENESIS HEALTH CARE PHARMACY,750 S CHURCH ST,,SPARTANBURG,SC,29306,Spartanburg,864 699-3283,864 582-0277
HARRIS TEETER INC,4229604,1558688226,HARRIS TEETER PHARMACY,2035 HWY 41,,MT. PLEASANT,SC,29466,Charleston,843 971-2075,843 971-8627
LEADER DRUG STORES INC,4229616,1710204490,LOWCOUNTRY PHARMACY LLC,1530 MCCLURE COURT,,FLORENCE,SC,29505,Florence,843 656-2973,843 656-2978
PUBLIX SUPER MARKETS INC,4229628,1306164413,PUBLIX PHARMACY #1354,112 NICKEL PLATE RD,,HARDEEVILLE,SC,29927,Jasper,843 208-3605,843 208-3611
WALMART STORES INC,4229642,1326366493,WALMART PHARMACY 10-5745,175 HWY 274,,LAKE WYLIE,SC,29710,York,803 831-5078,
FREDS PHARMACY,4229666,1023339058,FRED'S PHARMACY,181 W. CAROLINA AVE.,,VARNVILLE,SC,29944,Hampton,803 943-2136,803 943-2394
GOOD NEIGHBOR PHCY PROVIDER NTWK,4229692,1528388279,NYE'S PHARMACY,1600 10TH AVE,,CONWAY,SC,29526,Horry,843 248-5015,843 488-1942
PHYSICIANS PHARMACEUTICAL CORP,4229705,1629057401,DILLON FAMILY MEDICINE PA,603 N 6TH AVE,,DILLON,SC,29536,Dillon,843 774-7336,843 774-5656
WALMART STORES INC,4229743,1205147931,WALMART PHARMACY 10-4237,10048 CHARLOTTE HWY,,INDIAN LAND,SC,29707,Lancaster,803 802-1818,
EPIC PHARMACY NETWORK INC,4229793,1720390982,WILLIAMSBURG PHARMACY,411 THURGOOD MARSHALL HWY,,KINGSTREE,SC,29556,Williamsburg,843 355-3300,843 355-3302
WALGREENS DRUG STORE,4229818,1790099695,WALGREENS,138 OKATIE CENTER BLVD S,,OKATIE,SC,29909,Beaufort,843 705-0999,
PPOK RXSELECT PHCY NETWORK,4229832,1982919874,PHARMACY INNOVATIONS,620 CONGAREE RD BLDG F,,GREENVILLE,SC,29607,Greenville,864 241-0477,864 241-0483
WALGREENS DRUG STORE,4229868,1811204696,WALGREENS,1925 ASHLEY RIVER RD,,CHARLESTON,SC,29407,Charleston,843 405-1500,
WALMART STORES INC,4229870,1235445222,WAL-MART PHARMACY 10-5705,545 GARDEN CITY CONNECTOR,,MURRELLS INLET,SC,29576,Horry,843 357-6588,
AMERICAN PHARMACY NETWORK SOLUTIONS,4229894,1821307356,CAROLINA PHARMACY,725 CHERRY ROAD SUIT 103,,ROCK HILL,SC,29732,York,803 327-1640,803 327-1641
GERIMED LTC NETWORK INC,4229907,1629387352,LORIS EXTENDED CARE PHARMACY,3655 MITCHELL ST,,LORIS,SC,29569,Horry,843 716-7000,
FAMILYCARE PLUS PHARMACY NETWORK,4229919,1811205081,"MANIFEST PHARMACY, LLC",1018 S BATESVILLE RD BLDG 4-A,,GREER,SC,29650,Greenville,864 990-2880,888 258-9585
PPOK RXSELECT PHCY NETWORK,4230013,1740598051,FIRSTCHOICE PHARMACY,1005 GROVE RD,,GREENVILLE,SC,29605,Greenville,864 370-7857,864 370-7830
FREDS PHARMACY,4230025,1700188737,FRED'S PHARMACY,101 W MAIN ST,,EASLEY,SC,29640,Pickens,864 859-4015,864 859-3396
WALGREENS DRUG STORE,4230051,1548562481,WALGREENS,1 PARKWAY S STE E,,GREENVILLE,SC,29615,Greenville,864 458-4420,
FREDS PHARMACY,4230063,1861793259,FRED'S PHARMACY,3606 MAIN STREET,,BAMBERG,SC,29003,Bamberg,803 245-1054,803 245-1057
CVS PHARMACY INC,4230087,1093018228,CVS PHARMACY # # 02446,820 N MAIN ST,,WOODRUFF,SC,29388,Spartanburg,864 476-0463,
PUBLIX SUPER MARKETS INC,4230099,1306149950,PUBLIX PHARMACY #1383,847 HIGHWAY 378 WEST,,LEXINGTON,SC,29072,Lexington,803 996-6171,803 996-6180
PHARMERICA,4230102,1861793911,PHARMERICA EASLEY,5119 A CALHOUN MEMORIAL HWY,,EASLEY,SC,29640,Pickens,864 859-0283,864 859-6162
FAMILYCARE PLUS PHARMACY NETWORK,4230114,1255634069,FAMILY PHARMACY AT GMH,606 BLACK RIVER RD,,GEORGETOWN,SC,29440,Georgetown,843 520-8550,
FAMILYCARE PLUS PHARMACY NETWORK,4230126,1992008650,FAMILY PHARMACY AT WCH,4070 HIGHWAY 17,,MURRELLS INLET,SC,29576,Georgetown,843 652-1545,
CORAM LLC,4230138,1295038438,CORAM CVS/SPECIALTY INFUSION SERVICES,5955 CORE AVE STE 512,,NORTH CHARLESTON,SC,29406,Charleston,843 744-4183,843 743-2902
THIRD PARTY STATION CP,4230176,1053617654,LCR SPECIALTY PHARMACY,2860 TRICOM ST,,NORTH CHARLESTON,SC,29406,Charleston,843 572-4840,843 764-2726
,4230203,1528365046,UPSTATE PHARMACY OCONEE,298 MEMORIAL DR,,SENECA,SC,29672,Oconee,864 885-7336,864 885-7337
GOOD NEIGHBOR PHCY PROVIDER NTWK,4230239,1043220627,CHARLESTON CANCER CENTER,2910 TRICOM STREET,,CHARLESTON,SC,29406,Charleston,843 572-9211,843 572-0457
EPIC PHARMACY NETWORK INC,4230241,1043517329,PRESCRIPTIONS PLUS,311 CHESNEE HWY,,GAFFNEY,SC,29341,Cherokee,864 487-0407,864 489-1657
CVS PHARMACY INC,4230265,1043509045,CVS PHARMACY #02497,2373 AUGUSTA HWY,,LEXINGTON,SC,29072,Lexington,803 951-0786,401 770-7108
DOD PHARMACO ECONOMIC CENTER,4230277,1073802807,JACKSON CBPCC PP PHCY,1021 PINNACLE POINT DR.,,COLUMBIA,SC,29223,Richland,803 751-2259,803 751-0508
INNOVATIX NETWORK LLC,4230291,1790078582,VETERANS VICTORY HOUSE NURSING HOME,2461 SIDNEYS RD,,WALTERBORO,SC,29488,Colleton,843 538-3000,
WALGREENS DRUG STORE,4230316,1104114388,WALGREENS,3501 HIGHWAY 153,,GREENVILLE,SC,29611,Anderson,864 295-2029,
CVS PHARMACY INC,4230328,1063790947,CVS PHARMACY #03203,35 S MAIN ST,,GREENVILLE,SC,29601,Greenville,864 370-4848,401 770-7108
EPIC PHARMACY NETWORK INC,4230330,1538449707,LR FAMILY PHARMACY,1755 AIRPORT RD STE 100,,LANCASTER,SC,29720,Lancaster,803 289-0000,803 289-0001
PHYSICIANS PHARMACEUTICAL CORP,4230342,1043540222,"CAROLINAS CENTER FOR ADVANCED MANAGEMENT OF PAIN, PA",220 ROPER MOUNTAIN ROAD EXT,,GREENVILLE,SC,29615,Greenville,864 295-9609,864 295-2337
FAMILYCARE PLUS PHARMACY NETWORK,4230366,1043244270,"AMERICAN HOME CARE, LLC",802 N MAIN ST,,ANDERSON,SC,29621,Anderson,864 222-4092,864 222-2184
PUBLIX SUPER MARKETS INC,4230378,1568745081,PUBLIX PHARMACY #1266,1724 STATE RD.,,SUMMERVILLE,SC,29483,Berkeley,843 761-3765,843 761-3794
,4230380,1285915371,WINYAH PHARMACY AT FRANKE,1885 RIFLE RANGE RD,,MOUNT PLEASANT,SC,29464,Charleston,843 545-8800,843 545-8803
COMPLETE CLAIMS PROCESSING INC,4230405,1609151356,"BEAUFORT FAMILY CARE, LLC",10A MARSHELLEN DR,,BEAUFORT,SC,29902,Beaufort,843 525-9015,888 431-8819
THIRD PARTY STATION CP,4230429,1285912170,COLONIAL RX,325 BROAD STREET SUITE 100,,SUMTER,SC,29150,Sumter,803 774-2126,803 774-2997
WALGREENS DRUG STORE,4230455,1902182769,WALGREENS,7501 RIVERS AVE,,NORTH CHARLESTON,SC,29406,Charleston,843 764-1745,217 709-2344
WALGREENS DRUG STORE,4230467,1114203973,WALGREENS,2903 N HIGHWAY 17,,MOUNT PLEASANT,SC,29466,Charleston,843 856-2491,
