lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
3721	Normal View		Ver Normal	Ver Normal	Normale Ansicht	Normale weergave		Vue normale:			普通视图	普通視圖	Обычный вид			Tampilan Normal	Φυσιολ. Όψη		Visão normal	Normal View	منظر طبيعي		Normal Görünüş			visualizzazione normale	सामान्य दृश्य		Xem Bình thường				Звичайний вигляд			نمایش عادی						dummy
3722	normal:	Normal:	normal:	normal:	normal:	normaal:		normal(e):		normal:	正常情况：	正常：	обычный:			normal:	φυσιολογικό:		normal:	normal:	طبيعي:	Normal:	normal:			normale:	सामान्य:		bình thường:				звичайний:			نرمال:						dummy
3723	Normally this should be checked. Not related to access control.		Normalmente esto debe ser comprobado. No relacionado con el control de acceso.	Normalmente esto debe ser comprobado. No relacionado con el control de acceso.		Standaard moet dit aangevinkt zijn. Niet gebonden aan access controle		Normalement cela devrait etre vérifié. N\'est pas relié au controle d\'acces			通常，这应该被选中。不相关的门诊控制。	通常，這應該要檢查。與存取控制無關。	Обычно, должно быть проверено. Не связано с управлением доступом.			Biasanya ini harus diperiksa. Tidak terkait dengan akses kontrol.	Κανονικά αυτό θα έπρεπε να ελεγχθεί. Άσχετο με τον έλεγχο πρόσβασης				من الطبيعي ان يفحص هذا. غير متعلق بتحكم الوصول.		Normal olarak bu işaretlenmelidir. Erişim kontrolü ile ilgili değildir.			Normalmente questo dovrebbe essere controllato. Non legato al controllo degli accessi.	आम तौर पर इसकी जाँच की जानी चाहिए. अभिगम नियंत्रण से संबंधित नहीं है.		Thông thường điều này nên được đánh dấu. Không liên quan đến kiểm soát truy cập.				Зазвичай, повинно бути перевірено. Не пов\'язано з контролем доступу.			معمولا باید علامت زده شود. به کنترل دسترسی ارتباط ندارد.						dummy
3724	North Ndebele																																									dummy
3725	Northern Sami																																									dummy
3726	Norwegian		Noruego	Noruego	Norwegisch	Noors		Norvegien			挪威	挪威	Норвежский			Norwegia	Νορβηγικά 		Norueguês	Norueguês	نرويجي 		Norveççe	norweski		Norvegese	नार्वेजियन		Tiếng Na Uy				Норвезька			نروژی						dummy
3727	Norwegian Bokmål																																									dummy
3728	Norwegian Nynorsk																																									dummy
3729	Nose		Nariz 	Nariz 	Nase	Neus		Nez			鼻子	鼻子	Нос			Hidung	Μύτη		Nariz	Nariz	أنف 	Næse	Burun	Nos		Naso	नाक		Mũi				Ніс			بینی						dummy
3730	Nosebleed		Sangrado por la nariz 	Sangrado por la nariz 	Nasenbluten	Bloedneus		Saignement du nez			鼻血	流鼻血	Носовое кровотечение			Mimisan	Ρινορραγία		Epistaxis	Epistaxis	رُعاف	Næseblod	Burun kanaması	Krwawienie z nosa		Epistassi	नकसीर		Sự chảy máu mũi				Носова кровотеча			خون دماغ						dummy
3731	not a letter or number		No es letra ni úmero	No es letra ni úmero	kein Buchstabe und keine Zahl	geen letter of cijfer		N\'est pas une lettre ou un nombre			不是一个字母或数字	不是一個字母或數字	нет буквы или цифры			bukan huruf atau angka	δεν είναι γράμμα ή αριθμός		nem letra nem numero	nem letra nem numero	ليس حرفا او رقما	Ikke et bogstav eller nummer	bir harf veya rakam değil			non una lettera o numero	एक अक्षर या संख्या नहीं 		không phải là một ký tự hoặc số				немає букви чи цифри									dummy
3732	Not all fields are required for all codes or code types.	Alla fält är obligatoriska för alla nummer eller kod typer.	No todos los campos son obligatorios para todos los códigos o tipos de códigos.	No todos los campos son obligatorios para todos los códigos o tipos de códigos.	Nicht alle Felder sind für alle Codes oder Code-Arten erforderlich	Niet alle velden zijn noodzakelijk voor code of code type		Tout les champs ne sont pas requis pour tout les codes ou types de codes			并不是所有的领域都需要所有的代码或代码类型。	並不是所有的領域都需要所有代碼或代碼類型。	Не все поля требуются для всех кодов или типов кодов.			Tidak semua field(bidang) diperlukan untuk semua jenis kode atau kode.	Δεν είναι απαραίτητα όλα τα πεδία, για όλους τους τύπους κωδικών. 		Nem todos os campos são obrigatórios para todos os códigos ou tipos.	Nem todos os campos são obrigatórios para todos os códigos ou tipos.	ليست كل الحقول مطلوبة لكل الرموز او انواعها	Alla fält är obligatoriska för alla nummer eller kod typer.	Tüm kodlar veya kod tipleri için tüm alanlar gerekli değil			Non tutti i campi sono richesti per ogni codice o tipo di codice.	सभी क्षेत्रों सभी कोड या कोड प्रकार के लिए आवश्यक नहीं हैं.		Một số mã hay loại mã không yêu cầu tất cả thông tin.				Для кодів чи їх типів потрібні не всі поля.									dummy
3733	Not Allowed	Ej tillåtet	No permitido 	No permitido 	Nicht erlaubt	Niet toegestaan		Non autorisé		Ikke Tilatt	不允许	不允許	Не разрешено			Tidak Diizinkan	Δεν επιτρέπεται 		Não Permitido	Não Desejados	غير مسموح	Ikke tilladt	İzin verilmiyor	Nie dozwolone		Non Consentito	अनुमति नहीं		Không được phép				Не дозволено			مجاز نیست						dummy
3734	Not allowed to delete the Administrators group	Ej tillåtet att ta bort gruppen Administratörer	No pueden eliminar el grupo Administradores	No pueden eliminar el grupo Administradores	Administrator-Gruppe kann nicht gelöscht werden	Niet toegestaan om administratiegroepen te verwijderen		Suppression du groupe d\'administration n\'est pas autorisé		Ikke tilatt å slette administrators gruppe	不允许删除Administrators组	不允許刪除管理員群組	Группу администраторов удалять не разрешено			Tidak diperbolehkan untuk menghapus grup Administrator	Δεν επιτρέπεται να διαγράψετε την ομάδα με τους Διαχειριστές		Não é permitido apagar o grupo de Administradores	Não é permitida a exclusão do grupo de administradores	غير مسموح بحذف مجموعة المدراء	Ej tillåtet att ta bort gruppen Administratörer	Yöneticiler grubunun silinmesine izin verilmiyor			Non è consentito eliminare il gruppo Amministratori	व्यवस्थापकों के समूह को नष्ट करने की अनुमति नहीं		Không được phép xóa nhóm Quản trị viên				Не дозволено видаляти групу адміністраторів 									dummy
3735	Not Allowed to Edit		No permitido Editar	No permitido Editar	Kann nicht editiert werden	Mag deze niet veranderen		Edition non autorisé			不允许编辑	不允許編輯	Редактирование не разрешено			Tidak diperbolehkan untuk Mengedit	Δεν επιτρέπεται η Επεξεργασία		Não Pode Editar		التعديل غير مسموح	ikke tilladt at redigere				Non Consentito Modificare	संपादित करने की अनुमति नहीं		Không được phép để chỉnh sửa				Редагування не дозволено									dummy
3736	Not allowed to inactivate all security objects	Ej tillåtet att inaktivera alla trygghet objekt	No pueden inactivar todos los objetos de seguridad	No pueden inactivar todos los objetos de seguridad	Alles Sicherheitsobjekte können nicht deaktiviert werden	Niet toegestaan om alle veiligheidsmaatregels te inactiveren		Désactiver tout les objets de sécurité n\'est pas autorisé			不允许灭活所有安全对象	不允許鈍化所有保障對象	Инактивация всех объектов безопасности не разрешена			Tidak diperbolehkan untuk menonaktifkan semua objek keamanan	Δεν επιτρέπεται η απενεργοποίηση όλων των αντικειμένων ασφαλείας		Não é permitida a desativação de todos os objetos de segurança	Não é permitida a desativação de todos os objetos de segurança	غير مسموح بتعطيل كل متعلقات الحماية	Ej tillåtet att inaktivera alla trygghet objekt	Tüm güvenlik nesnelerinin inaktif hale getirilmesine izin verilmiyor			Non è permesso disattivare tutti gli oggetti di protezione	सभी सुरक्षा वस्तुओं को निष्क्रिय करने की अनुमति नहीं		Không được phép ngừng hoạt động tất cả các đối tượng bảo mật				Інактивація всіх об\'єктів безпеки не дозволена									dummy
3737	Not allowed to inactivate anything from the Administrators ACL	Ej tillåtet att inaktivera allt från Administratörer ACL	No permitido hacer inactivo cualquier cosa de los administradores ACL	No permitido hacer inactivo cualquier cosa de los administradores ACL		Niet toegestaan om ook maar iets van ACL administrateurs te inactiveren					不允许任何灭活从管理员ACL	不允許從管理員訪問控制列表鈍化任何事情	Ничего из ACL администраторов инактивировать не разрешено			Tidak diperbolehkan untuk menonaktifkan apapun dari Administrator ACL	Κατάλογος ελέγχου πρόσβασης (ACL)		Não é permitido inactivar nada dos \'Administradores ACL\'	Não permitido para inativar qualquer coisa da Segurança dos Administradores	غير مسموح بتعطيل اي شئ من ACL المدراء	Ej tillåtet att inaktivera allt från Administratörer ACL	Yöneticiler ACLden herhangi bir şeyin inaktif hale getirilmesine izin verilmiyor			Non è consentito disattivare qualsiasi cosa, da ACL amministratori	व्यवस्थापकों के ACL से कुछ भी निष्क्रिय करने की अनुमति नहीं		Không được phép ngừng hoạt động bất cứ điều gì từ các quản trị viên ACL				Не дозволено інактивувати те, що стосується адміністраторів управління доступом (ACL)									dummy
